county_id,county_name,founding_date,area,description,population,mayor
24033,Prince Georges,1696,499 sq mi,"Prince Georges County is situated in the central part of the state of Maryland, bordering Washington, D.C., to the west and sharing boundaries with several other counties in Maryland.",955306,Johnathan M. Medlock
